,0,1
361010,CN3610100000000,"Steuben County, NY "
361030,CN3610300000000,"Suffolk County, NY "
361050,CN3610500000000,"Sullivan County, NY "
361070,CN3610700000000,"Tioga County, NY "
361090,CN3610900000000,"Tompkins County, NY "
361110,CN3611100000000,"Ulster County, NY "
361130,CN3611300000000,"Warren County, NY "
361150,CN3611500000000,"Washington County, NY "
361170,CN3611700000000,"Wayne County, NY "
361190,CN3611900000000,"Westchester County, NY "
361210,CN3612100000000,"Wyoming County, NY "
361230,CN3612300000000,"Yates County, NY "
370010,CN3700100000000,"Alamance County, NC "
370030,CN3700300000000,"Alexander County, NC "
370050,CN3700500000000,"Alleghany County, NC "
370070,CN3700700000000,"Anson County, NC "
370090,CN3700900000000,"Ashe County, NC "
370110,CN3701100000000,"Avery County, NC "
370130,CN3701300000000,"Beaufort County, NC "
370150,CN3701500000000,"Bertie County, NC "
370170,CN3701700000000,"Bladen County, NC "
370190,CN3701900000000,"Brunswick County, NC "
370210,CN3702100000000,"Buncombe County, NC "
370230,CN3702300000000,"Burke County, NC "
370250,CN3702500000000,"Cabarrus County, NC "
370270,CN3702700000000,"Caldwell County, NC "
370290,CN3702900000000,"Camden County, NC "
370310,CN3703100000000,"Carteret County, NC "
370330,CN3703300000000,"Caswell County, NC "
370350,CN3703500000000,"Catawba County, NC "
370370,CN3703700000000,"Chatham County, NC "
370390,CN3703900000000,"Cherokee County, NC "
370410,CN3704100000000,"Chowan County, NC "
370430,CN3704300000000,"Clay County, NC "
370450,CN3704500000000,"Cleveland County, NC "
370470,CN3704700000000,"Columbus County, NC "
370490,CN3704900000000,"Craven County, NC "
370510,CN3705100000000,"Cumberland County, NC "
370530,CN3705300000000,"Currituck County, NC "
370550,CN3705500000000,"Dare County, NC "
370570,CN3705700000000,"Davidson County, NC "
370590,CN3705900000000,"Davie County, NC "
370610,CN3706100000000,"Duplin County, NC "
370630,CN3706300000000,"Durham County, NC "
370650,CN3706500000000,"Edgecombe County, NC "
370670,CN3706700000000,"Forsyth County, NC "
370690,CN3706900000000,"Franklin County, NC "
370710,CN3707100000000,"Gaston County, NC "
370730,CN3707300000000,"Gates County, NC "
370750,CN3707500000000,"Graham County, NC "
370770,CN3707700000000,"Granville County, NC "
370790,CN3707900000000,"Greene County, NC "
370810,CN3708100000000,"Guilford County, NC "
370830,CN3708300000000,"Halifax County, NC "
370850,CN3708500000000,"Harnett County, NC "
370870,CN3708700000000,"Haywood County, NC "
370890,CN3708900000000,"Henderson County, NC "
370910,CN3709100000000,"Hertford County, NC "
370930,CN3709300000000,"Hoke County, NC "
370950,CN3709500000000,"Hyde County, NC "
370970,CN3709700000000,"Iredell County, NC "
370990,CN3709900000000,"Jackson County, NC "
371010,CN3710100000000,"Johnston County, NC "
371030,CN3710300000000,"Jones County, NC "
371050,CN3710500000000,"Lee County, NC "
371070,CN3710700000000,"Lenoir County, NC "
371090,CN3710900000000,"Lincoln County, NC "
371110,CN3711100000000,"McDowell County, NC "
371130,CN3711300000000,"Macon County, NC "
371150,CN3711500000000,"Madison County, NC "
371170,CN3711700000000,"Martin County, NC "
371190,CN3711900000000,"Mecklenburg County, NC "
371210,CN3712100000000,"Mitchell County, NC "
371230,CN3712300000000,"Montgomery County, NC "
371250,CN3712500000000,"Moore County, NC "
371270,CN3712700000000,"Nash County, NC "
371290,CN3712900000000,"New Hanover County, NC "
371310,CN3713100000000,"Northampton County, NC "
371330,CN3713300000000,"Onslow County, NC "
371350,CN3713500000000,"Orange County, NC "
371370,CN3713700000000,"Pamlico County, NC "
371390,CN3713900000000,"Pasquotank County, NC "
371410,CN3714100000000,"Pender County, NC "
371430,CN3714300000000,"Perquimans County, NC "
371450,CN3714500000000,"Person County, NC "
371470,CN3714700000000,"Pitt County, NC "
371490,CN3714900000000,"Polk County, NC "
371510,CN3715100000000,"Randolph County, NC "
371530,CN3715300000000,"Richmond County, NC "
371550,CN3715500000000,"Robeson County, NC "
371570,CN3715700000000,"Rockingham County, NC "
371590,CN3715900000000,"Rowan County, NC "
371610,CN3716100000000,"Rutherford County, NC "
371630,CN3716300000000,"Sampson County, NC "
371650,CN3716500000000,"Scotland County, NC "
371670,CN3716700000000,"Stanly County, NC "
371690,CN3716900000000,"Stokes County, NC "
371710,CN3717100000000,"Surry County, NC "
371730,CN3717300000000,"Swain County, NC "
371750,CN3717500000000,"Transylvania County, NC "
371770,CN3717700000000,"Tyrrell County, NC "
371790,CN3717900000000,"Union County, NC "
371810,CN3718100000000,"Vance County, NC "
371830,CN3718300000000,"Wake County, NC "
371850,CN3718500000000,"Warren County, NC "
371870,CN3718700000000,"Washington County, NC "
371890,CN3718900000000,"Watauga County, NC "
371910,CN3719100000000,"Wayne County, NC "
371930,CN3719300000000,"Wilkes County, NC "
371950,CN3719500000000,"Wilson County, NC "
371970,CN3719700000000,"Yadkin County, NC "
371990,CN3719900000000,"Yancey County, NC "
380010,CN3800100000000,"Adams County, ND "
380030,CN3800300000000,"Barnes County, ND "
380050,CN3800500000000,"Benson County, ND "
380070,CN3800700000000,"Billings County, ND "
380090,CN3800900000000,"Bottineau County, ND "
380110,CN3801100000000,"Bowman County, ND "
380130,CN3801300000000,"Burke County, ND "
380150,CN3801500000000,"Burleigh County, ND "
380170,CN3801700000000,"Cass County, ND "
380190,CN3801900000000,"Cavalier County, ND "
380210,CN3802100000000,"Dickey County, ND "
380230,CN3802300000000,"Divide County, ND "
380250,CN3802500000000,"Dunn County, ND "
380270,CN3802700000000,"Eddy County, ND "
380290,CN3802900000000,"Emmons County, ND "
380310,CN3803100000000,"Foster County, ND "
380330,CN3803300000000,"Golden Valley County, ND "
380350,CN3803500000000,"Grand Forks County, ND "
380370,CN3803700000000,"Grant County, ND "
380390,CN3803900000000,"Griggs County, ND "
380410,CN3804100000000,"Hettinger County, ND "
380430,CN3804300000000,"Kidder County, ND "
380450,CN3804500000000,"LaMoure County, ND "
380470,CN3804700000000,"Logan County, ND "
380490,CN3804900000000,"McHenry County, ND "
380510,CN3805100000000,"McIntosh County, ND "
380530,CN3805300000000,"McKenzie County, ND "
380550,CN3805500000000,"McLean County, ND "
380570,CN3805700000000,"Mercer County, ND "
380590,CN3805900000000,"Morton County, ND "
380610,CN3806100000000,"Mountrail County, ND "
380630,CN3806300000000,"Nelson County, ND "
380650,CN3806500000000,"Oliver County, ND "
380670,CN3806700000000,"Pembina County, ND "
380690,CN3806900000000,"Pierce County, ND "
380710,CN3807100000000,"Ramsey County, ND "
380730,CN3807300000000,"Ransom County, ND "
380750,CN3807500000000,"Renville County, ND "
380770,CN3807700000000,"Richland County, ND "
380790,CN3807900000000,"Rolette County, ND "
380810,CN3808100000000,"Sargent County, ND "
380830,CN3808300000000,"Sheridan County, ND "
380850,CN3808500000000,"Sioux County, ND "
380870,CN3808700000000,"Slope County, ND "
380890,CN3808900000000,"Stark County, ND "
380910,CN3809100000000,"Steele County, ND "
380930,CN3809300000000,"Stutsman County, ND "
380950,CN3809500000000,"Towner County, ND "
380970,CN3809700000000,"Traill County, ND "
380990,CN3809900000000,"Walsh County, ND "
381010,CN3810100000000,"Ward County, ND "
381030,CN3810300000000,"Wells County, ND "
381050,CN3810500000000,"Williams County, ND "
390010,CN3900100000000,"Adams County, OH "
390030,CN3900300000000,"Allen County, OH "
390050,CN3900500000000,"Ashland County, OH "
390070,CN3900700000000,"Ashtabula County, OH "
390090,CN3900900000000,"Athens County, OH "
390110,CN3901100000000,"Auglaize County, OH "
390130,CN3901300000000,"Belmont County, OH "
390150,CN3901500000000,"Brown County, OH "
390170,CN3901700000000,"Butler County, OH "
390190,CN3901900000000,"Carroll County, OH "
390210,CN3902100000000,"Champaign County, OH "
390230,CN3902300000000,"Clark County, OH "
390250,CN3902500000000,"Clermont County, OH "
390270,CN3902700000000,"Clinton County, OH "
390290,CN3902900000000,"Columbiana County, OH "
390310,CN3903100000000,"Coshocton County, OH "
390330,CN3903300000000,"Crawford County, OH "
390350,CN3903500000000,"Cuyahoga County, OH "
390370,CN3903700000000,"Darke County, OH "
390390,CN3903900000000,"Defiance County, OH "
390410,CN3904100000000,"Delaware County, OH "
390430,CN3904300000000,"Erie County, OH "
390450,CN3904500000000,"Fairfield County, OH "
390470,CN3904700000000,"Fayette County, OH "
390490,CN3904900000000,"Franklin County, OH "
390510,CN3905100000000,"Fulton County, OH "
390530,CN3905300000000,"Gallia County, OH "
390550,CN3905500000000,"Geauga County, OH "
390570,CN3905700000000,"Greene County, OH "
390590,CN3905900000000,"Guernsey County, OH "
390610,CN3906100000000,"Hamilton County, OH "
390630,CN3906300000000,"Hancock County, OH "
390650,CN3906500000000,"Hardin County, OH "
390670,CN3906700000000,"Harrison County, OH "
390690,CN3906900000000,"Henry County, OH "
390710,CN3907100000000,"Highland County, OH "
390730,CN3907300000000,"Hocking County, OH "
390750,CN3907500000000,"Holmes County, OH "
390770,CN3907700000000,"Huron County, OH "
390790,CN3907900000000,"Jackson County, OH "
390810,CN3908100000000,"Jefferson County, OH "
390830,CN3908300000000,"Knox County, OH "
390850,CN3908500000000,"Lake County, OH "
390870,CN3908700000000,"Lawrence County, OH "
390890,CN3908900000000,"Licking County, OH "
390910,CN3909100000000,"Logan County, OH "
390930,CN3909300000000,"Lorain County, OH "
390950,CN3909500000000,"Lucas County, OH "
390970,CN3909700000000,"Madison County, OH "
390990,CN3909900000000,"Mahoning County, OH "
391010,CN3910100000000,"Marion County, OH "
391030,CN3910300000000,"Medina County, OH "
391050,CN3910500000000,"Meigs County, OH "
391070,CN3910700000000,"Mercer County, OH "
391090,CN3910900000000,"Miami County, OH "
391110,CN3911100000000,"Monroe County, OH "
391130,CN3911300000000,"Montgomery County, OH "
391150,CN3911500000000,"Morgan County, OH "
391170,CN3911700000000,"Morrow County, OH "
391190,CN3911900000000,"Muskingum County, OH "
391210,CN3912100000000,"Noble County, OH "
391230,CN3912300000000,"Ottawa County, OH "
391250,CN3912500000000,"Paulding County, OH "
391270,CN3912700000000,"Perry County, OH "
391290,CN3912900000000,"Pickaway County, OH "
391310,CN3913100000000,"Pike County, OH "
391330,CN3913300000000,"Portage County, OH "
391350,CN3913500000000,"Preble County, OH "
391370,CN3913700000000,"Putnam County, OH "
391390,CN3913900000000,"Richland County, OH "
391410,CN3914100000000,"Ross County, OH "
391430,CN3914300000000,"Sandusky County, OH "
391450,CN3914500000000,"Scioto County, OH "
391470,CN3914700000000,"Seneca County, OH "
391490,CN3914900000000,"Shelby County, OH "
391510,CN3915100000000,"Stark County, OH "
391530,CN3915300000000,"Summit County, OH "
391550,CN3915500000000,"Trumbull County, OH "
391570,CN3915700000000,"Tuscarawas County, OH "
391590,CN3915900000000,"Union County, OH "
391610,CN3916100000000,"Van Wert County, OH "
391630,CN3916300000000,"Vinton County, OH "
391650,CN3916500000000,"Warren County, OH "
391670,CN3916700000000,"Washington County, OH "
391690,CN3916900000000,"Wayne County, OH "
391710,CN3917100000000,"Williams County, OH "
391730,CN3917300000000,"Wood County, OH "
391750,CN3917500000000,"Wyandot County, OH "
400010,CN4000100000000,"Adair County, OK "
400030,CN4000300000000,"Alfalfa County, OK "
400050,CN4000500000000,"Atoka County, OK "
400070,CN4000700000000,"Beaver County, OK "
400090,CN4000900000000,"Beckham County, OK "
400110,CN4001100000000,"Blaine County, OK "
400130,CN4001300000000,"Bryan County, OK "
400150,CN4001500000000,"Caddo County, OK "
400170,CN4001700000000,"Canadian County, OK "
400190,CN4001900000000,"Carter County, OK "
400210,CN4002100000000,"Cherokee County, OK "
400230,CN4002300000000,"Choctaw County, OK "
400250,CN4002500000000,"Cimarron County, OK "
400270,CN4002700000000,"Cleveland County, OK "
400290,CN4002900000000,"Coal County, OK "
400310,CN4003100000000,"Comanche County, OK "
400330,CN4003300000000,"Cotton County, OK "
400350,CN4003500000000,"Craig County, OK "
400370,CN4003700000000,"Creek County, OK "
400390,CN4003900000000,"Custer County, OK "
400410,CN4004100000000,"Delaware County, OK "
400430,CN4004300000000,"Dewey County, OK "
400450,CN4004500000000,"Ellis County, OK "
400470,CN4004700000000,"Garfield County, OK "
400490,CN4004900000000,"Garvin County, OK "
400510,CN4005100000000,"Grady County, OK "
400530,CN4005300000000,"Grant County, OK "
400550,CN4005500000000,"Greer County, OK "
400570,CN4005700000000,"Harmon County, OK "
400590,CN4005900000000,"Harper County, OK "
400610,CN4006100000000,"Haskell County, OK "
400630,CN4006300000000,"Hughes County, OK "
400650,CN4006500000000,"Jackson County, OK "
400670,CN4006700000000,"Jefferson County, OK "
400690,CN4006900000000,"Johnston County, OK "
400710,CN4007100000000,"Kay County, OK "
400730,CN4007300000000,"Kingfisher County, OK "
400750,CN4007500000000,"Kiowa County, OK "
400770,CN4007700000000,"Latimer County, OK "
400790,CN4007900000000,"Le Flore County, OK "
400810,CN4008100000000,"Lincoln County, OK "
400830,CN4008300000000,"Logan County, OK "
400850,CN4008500000000,"Love County, OK "
400870,CN4008700000000,"McClain County, OK "
400890,CN4008900000000,"McCurtain County, OK "
400910,CN4009100000000,"McIntosh County, OK "
400930,CN4009300000000,"Major County, OK "
400950,CN4009500000000,"Marshall County, OK "
400970,CN4009700000000,"Mayes County, OK "
400990,CN4009900000000,"Murray County, OK "
401010,CN4010100000000,"Muskogee County, OK "
401030,CN4010300000000,"Noble County, OK "
401050,CN4010500000000,"Nowata County, OK "
401070,CN4010700000000,"Okfuskee County, OK "
401090,CN4010900000000,"Oklahoma County, OK "
401110,CN4011100000000,"Okmulgee County, OK "
401130,CN4011300000000,"Osage County, OK "
401150,CN4011500000000,"Ottawa County, OK "
401170,CN4011700000000,"Pawnee County, OK "
401190,CN4011900000000,"Payne County, OK "
401210,CN4012100000000,"Pittsburg County, OK "
401230,CN4012300000000,"Pontotoc County, OK "
401250,CN4012500000000,"Pottawatomie County, OK "
401270,CN4012700000000,"Pushmataha County, OK "
401290,CN4012900000000,"Roger Mills County, OK "
401310,CN4013100000000,"Rogers County, OK "
401330,CN4013300000000,"Seminole County, OK "
401350,CN4013500000000,"Sequoyah County, OK "
401370,CN4013700000000,"Stephens County, OK "
401390,CN4013900000000,"Texas County, OK "
401410,CN4014100000000,"Tillman County, OK "
401430,CN4014300000000,"Tulsa County, OK "
401450,CN4014500000000,"Wagoner County, OK "
401470,CN4014700000000,"Washington County, OK "
401490,CN4014900000000,"Washita County, OK "
401510,CN4015100000000,"Woods County, OK "
401530,CN4015300000000,"Woodward County, OK "
410010,CN4100100000000,"Baker County, OR "
410030,CN4100300000000,"Benton County, OR "
410050,CN4100500000000,"Clackamas County, OR "
410070,CN4100700000000,"Clatsop County, OR "
410090,CN4100900000000,"Columbia County, OR "
410110,CN4101100000000,"Coos County, OR "
410130,CN4101300000000,"Crook County, OR "
410150,CN4101500000000,"Curry County, OR "
410170,CN4101700000000,"Deschutes County, OR "
410190,CN4101900000000,"Douglas County, OR "
410210,CN4102100000000,"Gilliam County, OR "
410230,CN4102300000000,"Grant County, OR "
410250,CN4102500000000,"Harney County, OR "
410270,CN4102700000000,"Hood River County, OR "
410290,CN4102900000000,"Jackson County, OR "
410310,CN4103100000000,"Jefferson County, OR "
410330,CN4103300000000,"Josephine County, OR "
410350,CN4103500000000,"Klamath County, OR "
410370,CN4103700000000,"Lake County, OR "
410390,CN4103900000000,"Lane County, OR "
410410,CN4104100000000,"Lincoln County, OR "
410430,CN4104300000000,"Linn County, OR "
410450,CN4104500000000,"Malheur County, OR "
410470,CN4104700000000,"Marion County, OR "
410490,CN4104900000000,"Morrow County, OR "
410510,CN4105100000000,"Multnomah County, OR "
410530,CN4105300000000,"Polk County, OR "
410550,CN4105500000000,"Sherman County, OR "
410570,CN4105700000000,"Tillamook County, OR "
410590,CN4105900000000,"Umatilla County, OR "
410610,CN4106100000000,"Union County, OR "
410630,CN4106300000000,"Wallowa County, OR "
410650,CN4106500000000,"Wasco County, OR "
410670,CN4106700000000,"Washington County, OR "
410690,CN4106900000000,"Wheeler County, OR "
410710,CN4107100000000,"Yamhill County, OR "
420010,CN4200100000000,"Adams County, PA "
420030,CN4200300000000,"Allegheny County, PA "
420050,CN4200500000000,"Armstrong County, PA "
420070,CN4200700000000,"Beaver County, PA "
420090,CN4200900000000,"Bedford County, PA "
420110,CN4201100000000,"Berks County, PA "
420130,CN4201300000000,"Blair County, PA "
420150,CN4201500000000,"Bradford County, PA "
420170,CN4201700000000,"Bucks County, PA "
420190,CN4201900000000,"Butler County, PA "
420210,CN4202100000000,"Cambria County, PA "
420230,CN4202300000000,"Cameron County, PA "
420250,CN4202500000000,"Carbon County, PA "
420270,CN4202700000000,"Centre County, PA "
420290,CN4202900000000,"Chester County, PA "
420310,CN4203100000000,"Clarion County, PA "
420330,CN4203300000000,"Clearfield County, PA "
420350,CN4203500000000,"Clinton County, PA "
420370,CN4203700000000,"Columbia County, PA "
420390,CN4203900000000,"Crawford County, PA "
420410,CN4204100000000,"Cumberland County, PA "
420430,CN4204300000000,"Dauphin County, PA "
420450,CN4204500000000,"Delaware County, PA "
420470,CN4204700000000,"Elk County, PA "
420490,CN4204900000000,"Erie County, PA "
420510,CN4205100000000,"Fayette County, PA "
420530,CN4205300000000,"Forest County, PA "
420550,CN4205500000000,"Franklin County, PA "
420570,CN4205700000000,"Fulton County, PA "
420590,CN4205900000000,"Greene County, PA "
420610,CN4206100000000,"Huntingdon County, PA "
420630,CN4206300000000,"Indiana County, PA "
420650,CN4206500000000,"Jefferson County, PA "
420670,CN4206700000000,"Juniata County, PA "
420690,CN4206900000000,"Lackawanna County, PA "
420710,CN4207100000000,"Lancaster County, PA "
420730,CN4207300000000,"Lawrence County, PA "
420750,CN4207500000000,"Lebanon County, PA "
420770,CN4207700000000,"Lehigh County, PA "
420790,CN4207900000000,"Luzerne County, PA "
420810,CN4208100000000,"Lycoming County, PA "
420830,CN4208300000000,"McKean County, PA "
420850,CN4208500000000,"Mercer County, PA "
420870,CN4208700000000,"Mifflin County, PA "
420890,CN4208900000000,"Monroe County, PA "
420910,CN4209100000000,"Montgomery County, PA "
420930,CN4209300000000,"Montour County, PA "
420950,CN4209500000000,"Northampton County, PA "
420970,CN4209700000000,"Northumberland County, PA "
420990,CN4209900000000,"Perry County, PA "
421010,CN4210100000000,"Philadelphia County/city, PA "
421030,CN4210300000000,"Pike County, PA "
421050,CN4210500000000,"Potter County, PA "
421070,CN4210700000000,"Schuylkill County, PA "
421090,CN4210900000000,"Snyder County, PA "
421110,CN4211100000000,"Somerset County, PA "
421130,CN4211300000000,"Sullivan County, PA "
421150,CN4211500000000,"Susquehanna County, PA "
421170,CN4211700000000,"Tioga County, PA "
421190,CN4211900000000,"Union County, PA "
421210,CN4212100000000,"Venango County, PA "
421230,CN4212300000000,"Warren County, PA "
421250,CN4212500000000,"Washington County, PA "
421270,CN4212700000000,"Wayne County, PA "
421290,CN4212900000000,"Westmoreland County, PA "
421310,CN4213100000000,"Wyoming County, PA "
421330,CN4213300000000,"York County, PA "
440010,CN4400100000000,"Bristol County, RI "
440030,CN4400300000000,"Kent County, RI "
440050,CN4400500000000,"Newport County, RI "
440070,CN4400700000000,"Providence County, RI "
440090,CN4400900000000,"Washington County, RI "
450010,CN4500100000000,"Abbeville County, SC "
450030,CN4500300000000,"Aiken County, SC "
450050,CN4500500000000,"Allendale County, SC "
450070,CN4500700000000,"Anderson County, SC "
450090,CN4500900000000,"Bamberg County, SC "
450110,CN4501100000000,"Barnwell County, SC "
450130,CN4501300000000,"Beaufort County, SC "
450150,CN4501500000000,"Berkeley County, SC "
450170,CN4501700000000,"Calhoun County, SC "
450190,CN4501900000000,"Charleston County, SC "
450210,CN4502100000000,"Cherokee County, SC "
450230,CN4502300000000,"Chester County, SC "
450250,CN4502500000000,"Chesterfield County, SC "
450270,CN4502700000000,"Clarendon County, SC "
450290,CN4502900000000,"Colleton County, SC "
450310,CN4503100000000,"Darlington County, SC "
450330,CN4503300000000,"Dillon County, SC "
450350,CN4503500000000,"Dorchester County, SC "
450370,CN4503700000000,"Edgefield County, SC "
450390,CN4503900000000,"Fairfield County, SC "
450410,CN4504100000000,"Florence County, SC "
450430,CN4504300000000,"Georgetown County, SC "
450450,CN4504500000000,"Greenville County, SC "
450470,CN4504700000000,"Greenwood County, SC "
450490,CN4504900000000,"Hampton County, SC "
450510,CN4505100000000,"Horry County, SC "
450530,CN4505300000000,"Jasper County, SC "
450550,CN4505500000000,"Kershaw County, SC "
450570,CN4505700000000,"Lancaster County, SC "
450590,CN4505900000000,"Laurens County, SC "
450610,CN4506100000000,"Lee County, SC "
450630,CN4506300000000,"Lexington County, SC "
450650,CN4506500000000,"McCormick County, SC "
450670,CN4506700000000,"Marion County, SC "
450690,CN4506900000000,"Marlboro County, SC "
450710,CN4507100000000,"Newberry County, SC "
450730,CN4507300000000,"Oconee County, SC "
450750,CN4507500000000,"Orangeburg County, SC "
450770,CN4507700000000,"Pickens County, SC "
450790,CN4507900000000,"Richland County, SC "
450810,CN4508100000000,"Saluda County, SC "
450830,CN4508300000000,"Spartanburg County, SC "
450850,CN4508500000000,"Sumter County, SC "
450870,CN4508700000000,"Union County, SC "
450890,CN4508900000000,"Williamsburg County, SC "
450910,CN4509100000000,"York County, SC "
460030,CN4600300000000,"Aurora County, SD "
460050,CN4600500000000,"Beadle County, SD "
460070,CN4600700000000,"Bennett County, SD "
460090,CN4600900000000,"Bon Homme County, SD "
460110,CN4601100000000,"Brookings County, SD "
460130,CN4601300000000,"Brown County, SD "
460150,CN4601500000000,"Brule County, SD "
460170,CN4601700000000,"Buffalo County, SD "
460190,CN4601900000000,"Butte County, SD "
460210,CN4602100000000,"Campbell County, SD "
460230,CN4602300000000,"Charles Mix County, SD "
460250,CN4602500000000,"Clark County, SD "
460270,CN4602700000000,"Clay County, SD "
460290,CN4602900000000,"Codington County, SD "
460310,CN4603100000000,"Corson County, SD "
460330,CN4603300000000,"Custer County, SD "
460350,CN4603500000000,"Davison County, SD "
460370,CN4603700000000,"Day County, SD "
460390,CN4603900000000,"Deuel County, SD "
460410,CN4604100000000,"Dewey County, SD "
460430,CN4604300000000,"Douglas County, SD "
460450,CN4604500000000,"Edmunds County, SD "
460470,CN4604700000000,"Fall River County, SD "
460490,CN4604900000000,"Faulk County, SD "
460510,CN4605100000000,"Grant County, SD "
460530,CN4605300000000,"Gregory County, SD "
460550,CN4605500000000,"Haakon County, SD "
460570,CN4605700000000,"Hamlin County, SD "
460590,CN4605900000000,"Hand County, SD "
460610,CN4606100000000,"Hanson County, SD "
460630,CN4606300000000,"Harding County, SD "
460650,CN4606500000000,"Hughes County, SD "
460670,CN4606700000000,"Hutchinson County, SD "
460690,CN4606900000000,"Hyde County, SD "
460710,CN4607100000000,"Jackson County, SD "
460730,CN4607300000000,"Jerauld County, SD "
460750,CN4607500000000,"Jones County, SD "
460770,CN4607700000000,"Kingsbury County, SD "
460790,CN4607900000000,"Lake County, SD "
460810,CN4608100000000,"Lawrence County, SD "
460830,CN4608300000000,"Lincoln County, SD "
460850,CN4608500000000,"Lyman County, SD "
460870,CN4608700000000,"McCook County, SD "
460890,CN4608900000000,"McPherson County, SD "
460910,CN4609100000000,"Marshall County, SD "
460930,CN4609300000000,"Meade County, SD "
460950,CN4609500000000,"Mellette County, SD "
460970,CN4609700000000,"Miner County, SD "
460990,CN4609900000000,"Minnehaha County, SD "
461010,CN4610100000000,"Moody County, SD "
461020,CN4610200000000,"Oglala Lakota County, SD "
461030,CN4610300000000,"Pennington County, SD "
461050,CN4610500000000,"Perkins County, SD "
461070,CN4610700000000,"Potter County, SD "
461090,CN4610900000000,"Roberts County, SD "
461110,CN4611100000000,"Sanborn County, SD "
461150,CN4611500000000,"Spink County, SD "
461170,CN4611700000000,"Stanley County, SD "
461190,CN4611900000000,"Sully County, SD "
461210,CN4612100000000,"Todd County, SD "
461230,CN4612300000000,"Tripp County, SD "
461250,CN4612500000000,"Turner County, SD "
461270,CN4612700000000,"Union County, SD "
461290,CN4612900000000,"Walworth County, SD "
461350,CN4613500000000,"Yankton County, SD "
461370,CN4613700000000,"Ziebach County, SD "
470010,CN4700100000000,"Anderson County, TN "
470030,CN4700300000000,"Bedford County, TN "
470050,CN4700500000000,"Benton County, TN "
470070,CN4700700000000,"Bledsoe County, TN "
470090,CN4700900000000,"Blount County, TN "
470110,CN4701100000000,"Bradley County, TN "
470130,CN4701300000000,"Campbell County, TN "
470150,CN4701500000000,"Cannon County, TN "
470170,CN4701700000000,"Carroll County, TN "
470190,CN4701900000000,"Carter County, TN "
470210,CN4702100000000,"Cheatham County, TN "
470230,CN4702300000000,"Chester County, TN "
470250,CN4702500000000,"Claiborne County, TN "
470270,CN4702700000000,"Clay County, TN "
470290,CN4702900000000,"Cocke County, TN "
470310,CN4703100000000,"Coffee County, TN "
470330,CN4703300000000,"Crockett County, TN "
470350,CN4703500000000,"Cumberland County, TN "
470370,CN4703700000000,"Davidson County, TN "
470390,CN4703900000000,"Decatur County, TN "
470410,CN4704100000000,"DeKalb County, TN "
470430,CN4704300000000,"Dickson County, TN "
470450,CN4704500000000,"Dyer County, TN "
470470,CN4704700000000,"Fayette County, TN "
470490,CN4704900000000,"Fentress County, TN "
470510,CN4705100000000,"Franklin County, TN "
470530,CN4705300000000,"Gibson County, TN "
470550,CN4705500000000,"Giles County, TN "
470570,CN4705700000000,"Grainger County, TN "
470590,CN4705900000000,"Greene County, TN "
470610,CN4706100000000,"Grundy County, TN "
470630,CN4706300000000,"Hamblen County, TN "
470650,CN4706500000000,"Hamilton County, TN "
470670,CN4706700000000,"Hancock County, TN "
470690,CN4706900000000,"Hardeman County, TN "
470710,CN4707100000000,"Hardin County, TN "
470730,CN4707300000000,"Hawkins County, TN "
470750,CN4707500000000,"Haywood County, TN "
470770,CN4707700000000,"Henderson County, TN "
470790,CN4707900000000,"Henry County, TN "
470810,CN4708100000000,"Hickman County, TN "
470830,CN4708300000000,"Houston County, TN "
470850,CN4708500000000,"Humphreys County, TN "
470870,CN4708700000000,"Jackson County, TN "
470890,CN4708900000000,"Jefferson County, TN "
470910,CN4709100000000,"Johnson County, TN "
470930,CN4709300000000,"Knox County, TN "
470950,CN4709500000000,"Lake County, TN "
470970,CN4709700000000,"Lauderdale County, TN "
470990,CN4709900000000,"Lawrence County, TN "
471010,CN4710100000000,"Lewis County, TN "
471030,CN4710300000000,"Lincoln County, TN "
471050,CN4710500000000,"Loudon County, TN "
471070,CN4710700000000,"McMinn County, TN "
471090,CN4710900000000,"McNairy County, TN "
471110,CN4711100000000,"Macon County, TN "
471130,CN4711300000000,"Madison County, TN "
471150,CN4711500000000,"Marion County, TN "
471170,CN4711700000000,"Marshall County, TN "
471190,CN4711900000000,"Maury County, TN "
471210,CN4712100000000,"Meigs County, TN "
471230,CN4712300000000,"Monroe County, TN "
471250,CN4712500000000,"Montgomery County, TN "
471270,CN4712700000000,"Moore County, TN "
471290,CN4712900000000,"Morgan County, TN "
471310,CN4713100000000,"Obion County, TN "
471330,CN4713300000000,"Overton County, TN "
471350,CN4713500000000,"Perry County, TN "
471370,CN4713700000000,"Pickett County, TN "
471390,CN4713900000000,"Polk County, TN "
471410,CN4714100000000,"Putnam County, TN "
471430,CN4714300000000,"Rhea County, TN "
471450,CN4714500000000,"Roane County, TN "
471470,CN4714700000000,"Robertson County, TN "
471490,CN4714900000000,"Rutherford County, TN "
471510,CN4715100000000,"Scott County, TN "
471530,CN4715300000000,"Sequatchie County, TN "
471550,CN4715500000000,"Sevier County, TN "
471570,CN4715700000000,"Shelby County, TN "
471590,CN4715900000000,"Smith County, TN "
471610,CN4716100000000,"Stewart County, TN "
471630,CN4716300000000,"Sullivan County, TN "
471650,CN4716500000000,"Sumner County, TN "
471670,CN4716700000000,"Tipton County, TN "
471690,CN4716900000000,"Trousdale County, TN "
